Locus	Sclero	ToxPoly
uce-4849	-3016.0178	-3008.3097	
uce-485	-3115.0583	-3113.8555	
uce-4850	-3072.4184	-3068.3154	
uce-4851	-3051.1394	-3050.3063	
uce-4853	-2796.2256	-2790.5249	
uce-4854	-3792.2366	-3792.5276	
uce-4855	-3251.7224	-3243.5200	
uce-4856	-3497.1290	-3494.2937	
uce-4858	-2282.5025	-2280.7422	
uce-4859	-4092.3922	-4089.6494	
uce-486	-1481.5241	-1477.9716	
uce-4862	-3239.6582	-3240.6333	
uce-4863	-2682.6451	-2683.5668	
uce-4865	-3330.9003	-3322.9525	
uce-4866	-2426.8936	-2429.6176	
uce-4867	-3133.1477	-3128.9153	
uce-4868	-3336.7246	-3337.1722	
uce-4869	-2431.8924	-2435.6687	
uce-487	-1991.5017	-1991.4506	
uce-4870	-4102.2246	-4100.0091	
uce-4871	-2913.7258	-2900.4340	
uce-4874	-1475.5667	-1473.0824	
uce-4875	-2379.1952	-2378.3433	
uce-4878	-4286.9056	-4283.4114	
uce-4881	-2083.8189	-2080.4926	
uce-4882	-3263.6356	-3258.0002	
uce-4883	-3531.3503	-3527.8751	
uce-4884	-3786.7977	-3780.7616	
uce-4885	-4475.6963	-4462.3238	
uce-4887	-1534.1212	-1532.5643	
uce-4889	-2895.0737	-2890.9449	
uce-4891	-4132.7181	-4125.9574	
uce-4895	-5374.6582	-5370.9166	
uce-4897	-1551.4467	-1551.8974	
uce-4899	-3378.4669	-3374.5379	
uce-490	-2259.0166	-2261.1239	
uce-4900	-3071.6646	-3071.6645	
uce-4901	-4239.1511	-4230.3054	
uce-4902	-1911.2381	-1907.9568	
uce-4904	-2295.7947	-2291.4175	
uce-4905	-3669.7246	-3664.9418	
uce-4908	-3667.2989	-3661.2089	
uce-491	-3998.6812	-3997.9015	
uce-4910	-5000.1879	-4996.0342	
uce-4912	-3647.4395	-3647.3915	
uce-4915	-2882.1833	-2882.1831	
uce-4917	-3278.0415	-3281.9298	
uce-4918	-3804.2348	-3802.2865	
uce-4919	-1927.8532	-1913.2744	
uce-492	-2521.8930	-2528.2785	
uce-4921	-3778.3910	-3778.3908	
uce-4923	-2524.2942	-2519.0686	
uce-4925	-2981.5517	-2975.3920	
uce-4927	-2589.1961	-2589.2202	
uce-4928	-2680.3025	-2713.9084	
uce-4929	-3733.4413	-3727.8295	
uce-493	-1543.8601	-1540.5898	
uce-4931	-3489.2746	-3487.8371	
uce-4932	-2041.4170	-2035.0319	
uce-4933	-2677.5954	-2670.0761	
uce-4935	-2506.8835	-2503.3869	
uce-4939	-3927.7525	-3927.4774	
uce-494	-3825.1543	-3829.9407	
uce-4940	-3277.7662	-3271.9794	
uce-4943	-3689.8034	-3689.8099	
uce-4944	-3357.8218	-3353.0977	
uce-4945	-3078.6648	-3080.7675	
uce-4947	-4468.4633	-4467.3793	
uce-4950	-3513.2819	-3503.0360	
uce-4952	-3495.4844	-3498.4237	
uce-4954	-4959.7465	-4943.0420	
uce-4956	-2976.8412	-2974.9235	
uce-4957	-2225.7606	-2226.6504	
uce-496	-2837.5217	-2838.0994	
uce-4960	-2602.1574	-2602.1568	
uce-4963	-3808.7606	-3803.7706	
uce-4964	-3361.0832	-3360.5562	
uce-4966	-2110.0993	-2109.1770	
uce-4967	-4237.6713	-4236.4275	
uce-4968	-1861.9867	-1858.7402	
uce-4969	-1609.5971	-1608.6942	
uce-497	-2199.3392	-2201.0664	
uce-4970	-2008.1240	-2005.6080	
uce-4975	-1529.6296	-1527.7533	
uce-4976	-2741.8963	-2740.1092	
uce-4977	-4284.3728	-4279.9587	
uce-4978	-1843.7225	-1845.9076	
uce-4980	-1472.5346	-1473.1138	
uce-4981	-1992.0287	-1995.6539	
uce-4982	-3725.9439	-3725.0161	
uce-4983	-3186.1954	-3187.2684	
uce-4986	-4801.0058	-4799.0864	
uce-4988	-2118.8298	-2120.6579	
uce-4989	-3932.9497	-3928.8512	
uce-499	-1636.3144	-1638.1083	
uce-4990	-3419.3851	-3409.8104	
uce-4992	-2563.8062	-2555.0943	
uce-4993	-4279.8494	-4288.1671	
uce-4995	-3102.2761	-3101.4226	
uce-4998	-1882.5782	-1886.5168	
uce-4999	-2457.8353	-2459.1474	
uce-5	-4100.8532	-4103.3162	
uce-5003	-2777.1075	-2772.2775	
uce-5005	-4214.9565	-4215.2591	
uce-5007	-3932.5281	-3927.2964	
uce-5008	-3498.3212	-3488.3317	
uce-5011	-1458.5473	-1461.6782	
uce-5012	-2546.1457	-2544.1961	
uce-5013	-3099.3142	-3097.9243	
uce-5016	-3567.4636	-3566.4511	
uce-5017	-2135.3296	-2132.2532	
uce-5018	-3026.9187	-3020.9204	
uce-5019	-3606.6785	-3607.4152	
uce-502	-2614.7524	-2619.1344	
uce-5021	-2813.2048	-2806.9933	
uce-5022	-1167.7976	-1166.3741	
uce-5024	-4671.8863	-4673.2787	
uce-5025	-6020.0082	-6017.5255	
uce-5026	-2516.8524	-2516.8525	
uce-5028	-3292.5984	-3287.6063	
uce-5029	-3097.2409	-3098.2428	
uce-5031	-3282.6286	-3275.1375	
uce-5032	-1563.6708	-1563.7293	
uce-5033	-3435.8710	-3430.2951	
uce-5034	-3037.7908	-3031.2455	
uce-5035	-4391.6278	-4386.7914	
uce-5037	-2567.7744	-2560.1218	
uce-5038	-4401.6718	-4394.7767	
uce-5039	-3403.7140	-3399.8740	
uce-5040	-2603.5375	-2602.3929	
uce-5041	-3242.4255	-3242.6651	
uce-5042	-2588.6661	-2589.9897	
uce-5044	-1942.3631	-1938.5197	
uce-5048	-3929.6562	-3923.0921	
uce-5050	-4697.0551	-4693.0432	
uce-5051	-2916.8749	-2915.5077	
uce-5052	-4290.1010	-4288.3585	
uce-5053	-2145.1770	-2136.7369	
uce-5054	-2782.1476	-2772.2178	
uce-5055	-2633.2124	-2633.0920	
uce-5060	-1261.5692	-1261.8246	
uce-5062	-1970.7352	-1970.0912	
uce-5063	-1661.6229	-1657.0085	
uce-5064	-3560.9110	-3559.5255	
uce-5065	-1747.4515	-1747.4516	
uce-5068	-4433.7932	-4430.4183	
uce-507	-3113.7574	-3110.8094	
uce-5072	-3970.5680	-3969.2140	
uce-5074	-3413.0488	-3417.0671	
uce-5075	-1962.5056	-1957.7963	
uce-5076	-1773.9033	-1783.6276	
uce-5077	-1433.3058	-1432.1606	
uce-5080	-3639.0116	-3655.4457	
uce-5083	-1967.3942	-1965.8609	
uce-5084	-2553.4817	-2552.9458	
uce-5085	-2938.8258	-2941.3451	
uce-5086	-2419.4679	-2410.4889	
uce-5087	-1787.4714	-1787.8320	
uce-5090	-2095.8370	-2094.2317	
uce-5091	-1715.3077	-1717.0624	
uce-5092	-2922.2393	-2918.1897	
uce-5093	-3529.1939	-3521.6202	
uce-5095	-3371.8598	-3368.2168	
uce-5096	-4217.4546	-4214.1312	
uce-5097	-4638.4009	-4623.4702	
uce-5098	-2557.3469	-2553.8727	
uce-5099	-3077.7210	-3074.0912	
uce-510	-2998.2170	-2992.7059	
uce-5100	-2871.9646	-2867.2154	
uce-5101	-3655.0073	-3643.9212	
uce-5102	-2732.6671	-2732.9202	
uce-5103	-2776.1494	-2771.1498	
uce-5106	-1037.4381	-1037.5290	
uce-5107	-2829.2582	-2818.8435	
uce-5108	-2643.3750	-2639.8228	
uce-5109	-3796.0256	-3790.6521	
uce-511	-2386.3621	-2386.6201	
uce-5110	-1557.1295	-1554.1481	
uce-5111	-1719.9949	-1723.6028	
uce-5113	-2840.1267	-2839.6184	
uce-5114	-4390.0248	-4385.9222	
uce-5116	-3353.9497	-3360.4138	
uce-5118	-4240.7272	-4239.5936	
uce-5119	-5117.9589	-5117.3972	
uce-512	-2000.1794	-1997.4443	
uce-5120	-3519.9564	-3519.9561	
uce-5123	-3526.9164	-3520.5954	
uce-5125	-2763.0237	-2759.3729	
uce-5129	-3349.5136	-3348.6013	
uce-513	-3055.5930	-3054.8562	
uce-5130	-4809.4429	-4819.1169	
uce-5132	-3010.4864	-3012.7355	
uce-5133	-3754.3057	-3748.0398	
uce-5135	-2202.1369	-2202.0343	
uce-5137	-3244.1918	-3240.5612	
uce-5141	-2999.1393	-2997.7163	
uce-5142	-2660.5878	-2660.3913	
uce-5143	-1696.1075	-1697.8655	
uce-5144	-4474.2972	-4475.3018	
uce-5145	-2959.7101	-2953.0744	
uce-5146	-3411.3559	-3415.3756	
uce-5147	-1817.6445	-1817.8145	
uce-5148	-3180.6248	-3181.6398	
uce-5153	-3590.4882	-3589.8426	
uce-5155	-2844.7025	-2845.4031	
uce-5156	-3690.2853	-3688.0055	
uce-5157	-2415.0350	-2415.7682	
uce-5158	-1263.4569	-1257.7985	
uce-516	-3900.9580	-3900.8569	
uce-5161	-1491.7040	-1491.1154	
uce-5162	-3251.8720	-3247.8465	
uce-5164	-2546.8408	-2545.4045	
uce-5165	-3906.2009	-3906.2203	
uce-5166	-2323.7662	-2322.8926	
uce-5167	-3804.6710	-3801.0398	
uce-517	-3324.1284	-3327.0875	
uce-5172	-3157.7925	-3155.7450	
uce-5173	-3915.0888	-3920.3813	
uce-5175	-3655.5171	-3646.8327	
uce-5176	-3074.8879	-3068.9425	
uce-5178	-1890.8142	-1886.8059	
uce-5179	-1045.8442	-1047.3570	
uce-518	-3374.1772	-3365.8630	
uce-5181	-3328.0556	-3322.9330	
uce-5182	-2920.9972	-2916.0109	
uce-5183	-2607.1138	-2607.3525	
uce-5185	-2232.0107	-2233.8455	
uce-5186	-2617.5061	-2617.4502	
uce-5187	-2096.4171	-2096.7758	
uce-5188	-1554.4549	-1553.7407	
uce-5189	-2847.8234	-2849.0015	
uce-519	-1494.2725	-1489.4536	
uce-5190	-2021.0354	-2019.2424	
uce-5192	-1709.2680	-1706.2208	
uce-5193	-1935.8621	-1932.8489	
uce-5196	-3598.1511	-3597.0327	
uce-5198	-2877.9783	-2878.1738	
uce-52	-3093.0043	-3089.5923	
uce-520	-4080.2651	-4076.8442	
uce-5200	-3126.5590	-3126.2704	
uce-5202	-5371.1275	-5372.1301	
uce-5204	-2650.5032	-2651.3539	
uce-5205	-2657.1377	-2656.7858	
uce-5208	-3370.0491	-3364.5673	
uce-5211	-2582.5597	-2581.7652	
uce-5214	-1670.6277	-1663.2606	
uce-5215	-3191.7002	-3204.5401	
uce-5218	-4364.5511	-4359.7799	
uce-5219	-1409.2408	-1404.8113	
uce-522	-4025.2435	-4016.7874	
uce-5221	-2419.6497	-2415.0550	
uce-5222	-3141.1513	-3136.2827	
uce-5223	-5412.1736	-5411.3733	
uce-5224	-1952.6915	-1956.6081	
uce-5225	-2378.6430	-2376.3214	
uce-5228	-1737.2790	-1734.0766	
uce-5230	-1517.6486	-1515.0711	
uce-5231	-4739.6664	-4737.0105	
uce-5232	-3611.3621	-3610.0473	
uce-5234	-4231.1879	-4229.4638	
uce-5235	-2937.9000	-2942.2234	
uce-5238	-2150.9952	-2149.6008	
uce-5239	-2694.2029	-2690.0769	
uce-5240	-3456.7043	-3456.7761	
uce-5243	-2932.6769	-2938.6992	
uce-5244	-3690.0190	-3689.1613	
uce-5246	-3581.5681	-3581.1194	
uce-5250	-3226.4001	-3224.3474	
uce-5251	-3256.1974	-3256.7415	
uce-5253	-2003.1061	-2003.3940	
uce-5254	-1872.4396	-1871.5160	
uce-5255	-1577.6253	-1573.2114	
uce-5256	-3795.6951	-3792.6330	
uce-5258	-1786.3852	-1786.2697	
uce-5259	-3029.9977	-3029.9225	
uce-526	-4364.6024	-4361.8301	
uce-5260	-2173.3298	-2173.9676	
uce-5261	-2776.3338	-2776.0751	
uce-5263	-3982.3684	-3982.2480	
uce-5265	-1642.4614	-1640.7366	
uce-5267	-4601.2949	-4601.8335	
uce-5268	-2839.0227	-2830.0929	
uce-5269	-1944.7134	-1946.0308	
uce-527	-3201.8686	-3200.9617	
uce-5272	-4566.1487	-4566.9171	
uce-5273	-5127.7892	-5122.5882	
uce-5275	-2882.6299	-2884.1138	
uce-5277	-1929.3112	-1927.6159	
uce-5278	-3948.8479	-3944.3550	
uce-528	-3504.4172	-3500.3929	
uce-5280	-4157.6247	-4161.5697	
uce-5284	-3114.9041	-3117.8465	
uce-5286	-4025.5067	-4023.7582	
uce-5288	-3759.2899	-3756.9526	
uce-5289	-1711.3402	-1707.9640	
uce-529	-3280.1460	-3279.8917	
uce-5290	-2647.6585	-2651.1281	
uce-5291	-2773.5725	-2763.5974	
uce-5292	-3188.4835	-3185.6783	
uce-5293	-3956.0558	-3946.3424	
uce-5294	-1100.6586	-1102.0196	
uce-5295	-2411.9918	-2397.5893	
uce-5296	-5024.5685	-5023.7986	
uce-5297	-4602.9728	-4599.8343	
uce-53	-1115.9941	-1113.3875	
uce-5300	-1108.5531	-1105.8247	
uce-5301	-5350.1587	-5340.9744	
uce-5305	-3033.0020	-3032.5233	
uce-5311			
uce-5313	-2944.1036	-2944.8661	
uce-5314	-2632.5589	-2627.5224	
uce-5315	-3841.7670	-3840.3673	
uce-5316	-3295.4939	-3294.5320	
uce-5319	-2240.0117	-2242.8220	
uce-532	-3909.7181	-3908.3493	
uce-5321	-3520.8473	-3516.1723	
uce-5322	-2178.3980	-2178.4626	
uce-5323	-3379.9463	-3378.3405	
uce-5327	-3282.0453	-3280.9303	
uce-5328	-2492.5040	-2490.4044	
uce-533	-2310.8492	-2308.7515	
uce-5331	-4619.8863	-4607.9625	
uce-5332	-4701.1161	-4699.4687	
uce-5334	-3194.0032	-3192.9871	
uce-534	-3721.6969	-3712.8388	
uce-5340	-4839.7385	-4820.5752	
uce-5343	-1513.9290	-1511.6598	
uce-5344	-3292.3175	-3288.1841	
uce-5345	-1841.4199	-1832.9954	
uce-5346	-5904.8706	-5903.4732	
uce-5347	-5366.9590	-5367.6162	
uce-5348	-3104.2505	-3101.9419	
uce-5349	-2263.0905	-2259.8940	
uce-535	-1496.6033	-1493.5109	
uce-5356	-4639.1041	-4639.9617	
uce-5357	-2213.5081	-2212.7340	
uce-5361	-5165.4075	-5164.7478	
uce-5363	-1591.7468	-1593.2325	
uce-5364	-4816.9400	-4807.8453	
uce-5366	-3910.8074	-3908.9579	
uce-5369	-2820.7332	-2816.6370	
uce-5371	-1123.1094	-1121.8880	
uce-5372	-3026.1752	-3022.9947	
uce-5377	-2745.6379	-2747.1121	
uce-5379	-3217.8990	-3214.9227	
uce-538	-3692.4910	-3689.5134	
uce-5380	-1854.0008	-1854.0030	
uce-5381	-2351.0995	-2353.0405	
uce-5382	-3401.0831	-3397.7125	
uce-5383	-4473.8487	-4471.5998	
uce-5385	-3126.2852	-3115.7274	
uce-5387	-4187.8540	-4182.5418	
uce-539	-3066.3112	-3063.5700	
uce-5390	-2987.8590	-2988.2111	
uce-5391	-3014.9449	-3014.4518	
uce-5392	-3686.1019	-3686.0172	
uce-5393	-2139.2650	-2140.6607	
uce-5394	-2407.9560	-2405.0444	
uce-5395	-1457.8048	-1458.2406	
uce-5396	-4323.6948	-4324.8364	
uce-5397	-4858.1800	-4854.4587	
uce-5399	-3335.9993	-3339.5895	
uce-54	-1881.2221	-1882.0048	
uce-540	-2424.5468	-2417.8859	
uce-5401	-3019.4134	-3020.6824	
uce-5402	-2208.0926	-2205.0254	
uce-5404	-2327.6398	-2325.5003	
uce-5405	-3648.4431	-3645.6189	
uce-5407	-2519.8434	-2515.7299	
uce-5409	-4188.1203	-4191.7531	
uce-541	-3360.2052	-3357.6687	
uce-5410	-3122.8083	-3121.8580	
uce-5411	-4126.1549	-4113.4141	
uce-5412	-4768.6481	-4759.6345	
uce-5415	-2995.5490	-2997.1973	
uce-5416	-3171.9974	-3166.0058	
uce-5418	-2651.8185	-2650.7023	
uce-5419	-2779.7503	-2780.7441	
uce-542	-2451.6761	-2452.5923	
uce-5422	-2908.1896	-2908.9569	
uce-5425	-3627.5918	-3630.2056	
uce-5426	-2071.8559	-2070.8491	
uce-5427	-1818.4758	-1817.7806	
uce-5429	-2519.2739	-2525.6656	
uce-5433	-2777.9435	-2776.9206	
uce-5435	-875.6901	-875.7247	
uce-5438	-2254.5273	-2259.7617	
uce-544	-2934.0406	-2931.0437	
uce-5440	-3113.0526	-3111.2039	
uce-5441	-1062.3688	-1063.0109	
uce-5442	-4937.1986	-4939.5967	
uce-5443	-1612.7051	-1611.7877	
uce-5445	-3589.7204	-3582.9081	
uce-5446	-4120.9446	-4116.6502	
uce-5447	-3710.3677	-3713.3155	
uce-545	-2223.1599	-2222.0457	
uce-5450	-964.6928	-960.0076	
uce-5451	-3301.2121	-3301.1895	
uce-5453	-5010.4139	-5002.3430	
uce-5456	-4653.9741	-4650.3933	
uce-5457	-1984.0821	-1983.8129	
uce-5459	-3363.2465	-3364.0627	
uce-546	-3066.1524	-3069.2206	
uce-5460	-2762.7521	-2761.6962	
uce-5462	-1930.2835	-1928.1658	
uce-5463	-2218.5243	-2218.9160	
uce-5464	-3964.0178	-3963.6783	
uce-5469	-5236.6301	-5236.6304	
uce-547	-3142.6577	-3130.5873	
uce-5473	-3541.1335	-3538.3555	
uce-5475	-1863.7901	-1861.3644	
uce-5476	-3925.0204	-3927.1807	
uce-5477	-1436.8276	-1440.9495	
uce-5478	-5086.5589	-5087.7183	
uce-5479	-2578.8815	-2574.4428	
uce-548	-3418.5846	-3411.4130	
uce-5480	-1637.5254	-1635.6165	
uce-5481	-2927.5128	-2923.6096	
uce-5483	-3134.6939	-3129.0976	
uce-5487	-1933.8801	-1929.7356	
uce-5489	-2801.7819	-2801.0648	
uce-549	-4307.6744	-4309.1091	
uce-5490	-1747.0759	-1742.9744	
uce-5493	-2236.4760	-2225.9595	
uce-5494	-757.2399	-756.3275	
uce-5495	-1255.2129	-1256.1833	
uce-5496	-1680.2220	-1677.7134	
uce-5497	-3242.0691	-3244.3077	
uce-5498	-5323.8515	-5317.1416	
uce-55	-4662.9586	-4651.5018	
uce-550	-2649.6690	-2648.4078	
uce-5500	-5071.9536	-5065.8425	
uce-5502	-4838.1264	-4842.3596	
uce-5505	-2089.1493	-2086.4005	
uce-5508	-2058.7493	-2056.1939	
uce-5510	-3066.1706	-3068.5996	
uce-5512	-5862.4756	-5861.4196	
uce-5514	-5892.6777	-5885.5155	
uce-5518	-2688.7559	-2687.4526	
uce-5521	-3232.1247	-3233.9618	
uce-5522	-3233.3009	-3230.4122	
uce-5524	-2595.3319	-2594.9711	
uce-5528	-3141.4190	-3146.3996	
uce-553	-2192.4148	-2188.4653	
uce-5530	-3355.8783	-3380.6841	
uce-5531	-4644.1981	-4643.3631	
uce-5532	-2908.6812	-2902.9998	
uce-5534	-1243.6548	-1242.6280	
uce-5536	-2139.7761	-2138.8250	
uce-5538	-2208.8526	-2205.8989	
uce-5539	-3071.3190	-3067.8680	
uce-554	-2124.9355	-2129.9099	
uce-5541	-3781.3251	-3781.4070	
uce-5542	-3047.2313	-3043.9864	
uce-5543	-4609.5193	-4611.9226	
uce-5548	-4079.9847	-4078.5780	
uce-5551	-2550.0897	-2551.3914	
uce-5553	-3248.5078	-3241.7144	
uce-5554	-1546.3838	-1545.1499	
uce-5555	-4808.7177	-4813.1794	
uce-5557	-4664.1634	-4667.0097	
uce-5559	-3598.1554	-3597.8760	
uce-556	-3100.3549	-3101.9525	
uce-5560	-4754.1056	-4749.7837	
uce-5561	-4494.6641	-4497.3005	
uce-5564	-3617.7905	-3615.4296	
uce-5565	-4249.0260	-4252.3653	
uce-5566	-3854.6219	-3854.5596	
uce-557	-2253.3151	-2245.9744	
uce-5570	-1256.8004	-1256.9633	
uce-5573	-4156.1356	-4158.3176	
uce-5575	-3390.4284	-3387.1944	
uce-5576	-3314.0714	-3310.1836	
uce-5577	-1037.8655	-1036.9986	
uce-5578	-3290.3974	-3283.7421	
uce-5579	-2876.1936	-2875.9849	
uce-558	-3265.8971	-3259.4854	
uce-5580	-2311.3270	-2307.9194	
uce-5581	-3009.5926	-3007.1646	
uce-5582	-2201.9091	-2199.7087	
uce-5584	-2227.1674	-2225.1867	
uce-5586	-3992.6417	-3983.7256	
uce-5588	-3943.6549	-3938.2047	
uce-5589	-3317.7065	-3315.8865	
uce-5590	-3930.4727	-3928.4234	
uce-5593	-3009.6634	-3005.2529	
uce-5594	-2759.7613	-2764.8768	
uce-5595	-4214.4593	-4211.2288	
uce-5596	-3259.4044	-3256.6708	
uce-5597	-5913.3503	-5914.3231	
uce-5598	-4756.9379	-4750.3158	
uce-5599	-1819.5003	-1812.0215	
uce-560	-4287.7445	-4278.3823	
uce-5600	-3041.2340	-3036.8087	
uce-5601	-3421.2627	-3415.6358	
uce-5602	-3787.3036	-3782.5024	
uce-5604	-626.3453	-626.3452	
uce-5606	-4699.1454	-4695.3318	
uce-5607	-1257.6664	-1256.1333	
uce-5609	-4390.3556	-4388.7646	
uce-561	-2597.4653	-2595.8472	
uce-5611	-4105.3349	-4099.5813	
uce-5615	-3001.4185	-3002.1194	
uce-5619	-2309.9370	-2311.5483	
uce-5620	-1778.3620	-1772.0194	
uce-5623	-3201.7608	-3200.3572	
uce-5625	-2218.9318	-2220.4162	
uce-5626	-1213.5518	-1212.8401	
uce-5627	-2351.7688	-2369.5065	
uce-5629	-4371.4059	-4364.8383	
uce-5630	-2173.5728	-2173.2145	
uce-5632	-3139.1605	-3137.0672	
uce-5634	-2357.2049	-2357.5378	
uce-5635	-2523.8269	-2519.4887	
uce-5636	-5212.7523	-5206.8084	
uce-5637	-1974.4056	-1980.0399	
uce-5638	-2009.9308	-2008.6509	
uce-5639	-4634.4059	-4637.6533	
uce-564	-4063.1454	-4064.8165	
uce-5642	-2405.7729	-2406.7820	
uce-5645	-2927.4443	-2925.1787	
uce-5646	-1327.7099	-1329.9024	
uce-5647	-2720.9318	-2716.1908	
uce-5649	-4855.7399	-4854.4563	
uce-5651	-3019.0356	-3016.6812	
uce-5652	-1967.4054	-1966.8007	
uce-5653	-2870.7463	-2870.7889	
uce-5657	-3679.0366	-3670.2464	
uce-5659	-3438.1303	-3434.4494	
uce-5660	-2649.7801	-2653.0971	
uce-5661	-4251.4283	-4251.7375	
uce-5663	-2871.3664	-2866.2341	
uce-5664	-3043.1239	-3048.6902	
uce-5667	-4355.8842	-4352.3776	
uce-5671	-4231.8467	-4231.5233	
uce-5672	-3754.5190	-3754.0447	
uce-5673	-3604.9586	-3601.4630	
uce-5675	-4516.0709	-4513.1411	
uce-5676	-1336.6932	-1339.8991	
uce-5677	-2108.8361	-2097.3930	
uce-5678	-2538.1347	-2537.3262	
uce-5679	-2536.7056	-2538.6307	
uce-568	-2584.1205	-2583.6092	
uce-5680	-4675.5495	-4673.8007	
uce-5681	-2988.7272	-2988.3657	
uce-5682	-1630.2218	-1624.3803	
uce-5683	-2906.4459	-2906.4477	
uce-5684	-4430.2085	-4424.2037	
uce-5688	-3058.5909	-3055.8467	
uce-5689	-2174.2763	-2174.2197	
uce-5690	-2400.4412	-2391.4155	
uce-5692	-2093.5878	-2093.5879	
uce-5693	-1950.5822	-1950.5818	
uce-5694	-2242.2917	-2237.4355	
uce-5696	-4144.4133	-4141.3852	
uce-5697	-1809.8865	-1799.5937	
uce-5699	-3756.4351	-3781.7100	
uce-570	-1591.4322	-1588.6502	
uce-5700	-786.2163	-786.5176	
uce-5701	-4074.3563	-4072.8081	
uce-5702	-4050.2026	-4051.0103	
uce-5704	-3767.3333	-3761.7585	
uce-5705	-2179.9434	-2179.8468	
uce-5707	-2838.9624	-2838.6711	
uce-5708	-3341.9255	-3321.8756	
uce-5709	-2182.7798	-2181.8683	
uce-571	-3980.4607	-3979.8972	
uce-5710	-3077.7094	-3073.1357	
uce-5713	-3303.8375	-3306.3779	
uce-5716	-2480.9652	-2472.9698	
uce-5719	-3815.1302	-3814.6610	
uce-5720	-813.2823	-814.0068	
uce-5721	-1787.6440	-1782.7944	
uce-5722	-2382.9127	-2374.8905	
uce-5724	-1624.3858	-1626.5256	
uce-5727	-4566.6936	-4567.6996	
uce-573	-2201.8004	-2199.0700	
uce-5730	-3520.7217	-3520.8116	
uce-5732	-4960.6584	-4957.5840	
uce-5733	-3031.4046	-3025.6537	
uce-5734	-2953.4427	-2949.6482	
uce-5735	-2632.9987	-2633.2771	
uce-5736	-4387.3336	-4385.3113	
uce-5737	-1619.6209	-1619.6211	
uce-5739	-3313.0585	-3312.1902	
uce-574	-2814.9233	-2815.1713	
uce-5743	-1309.0172	-1308.9085	
uce-5745	-3169.6303	-3167.9055	
uce-575	-1949.4398	-1942.3014	
uce-5751	-2203.8348	-2197.5711	
uce-5752	-3944.0403	-3942.8917	
uce-5754	-2080.3577	-2075.0027	
uce-5755	-3330.1127	-3328.8699	
uce-5756	-1996.9680	-1996.7774	
uce-5757	-1991.8231	-1996.6355	
uce-5758	-5575.8874	-5576.7835	
uce-5759	-4306.3156	-4304.3939	
uce-5761	-1689.6755	-1688.1403	
uce-5763	-3910.1065	-3904.2703	
uce-5766	-2245.0627	-2237.6278	
uce-5769	-2443.0103	-2442.2346	
uce-5771	-1576.1268	-1568.1724	
uce-5772	-1594.0140	-1594.0669	
uce-5773	-2642.8339	-2641.6089	
uce-5774	-1772.6664	-1772.4713	
uce-5775	-1463.0378	-1462.6219	
uce-5777	-3180.6362	-3180.8914	
uce-5779	-4529.7223	-4531.6920	
uce-5781	-1991.3812	-1986.6785	
uce-5782	-3903.6175	-3903.1952	
uce-5783	-1916.3379	-1920.2732	
uce-5786	-2138.0747	-2138.0326	
uce-5788	-2660.9481	-2653.3749	
uce-5789	-2964.6021	-2965.7944	
uce-5792	-1340.6658	-1337.4767	
uce-5795	-1284.3648	-1279.7539	
uce-5796	-3201.9099	-3200.1905	
uce-5797	-3454.7451	-3453.7338	
uce-5801	-3311.9555	-3303.5471	
uce-5803	-2508.3226	-2499.9349	
uce-5805	-4740.6969	-4732.8792	
uce-5806	-2069.9159	-2069.3756	
uce-5808	-3454.5754	-3456.5079	
uce-5810	-3378.4318	-3376.4083	
uce-5811	-4136.3310	-4132.9209	
uce-5812	-4697.0099	-4687.7480	
uce-5816	-3254.1832	-3251.8624	
uce-5817	-2582.5075	-2574.1212	
uce-5820	-3631.4768	-3629.0303	
uce-5821	-2862.3069	-2857.4047	
uce-5822	-1398.4121	-1400.7711	
uce-5824	-3065.5069	-3069.5253	
uce-5825	-2329.2479	-2322.2282	
uce-5827	-3013.6067	-3007.7637	
uce-5829	-2825.1958	-2829.6020	
uce-583	-2900.9254	-2900.9254	
uce-5830	-2114.9337	-2117.7458	
uce-5832	-2879.0219	-2877.5155	
uce-5834	-5336.5753	-5329.3391	
uce-5836	-3802.8905	-3800.1195	
uce-5837	-2582.3016	-2564.4300	
uce-5839	-775.2361	-774.8064	
uce-5840	-1732.4349	-1729.4056	
uce-5842	-4388.5511	-4390.0583	
uce-5845	-2901.5682	-2902.1860	
uce-5846	-3011.5611	-3010.7198	
uce-5847	-1687.4515	-1689.1762	
uce-5849	-4301.4394	-4291.0342	
uce-5851	-3773.2046	-3768.0668	
uce-5852	-4792.4554	-4796.3811	
uce-5853	-3582.3391	-3570.0082	
uce-5855	-3466.0143	-3465.5490	
uce-5856	-2930.5228	-2930.9812	
uce-5857	-2949.1054	-2942.5404	
uce-5859	-3037.6819	-3039.2690	
uce-5860	-6488.3142	-6479.2822	
uce-5861	-4079.9865	-4075.0528	
uce-5862	-3880.4737	-3878.0316	
uce-5864	-3626.3313	-3621.0861	
uce-5865	-2214.7196	-2213.1039	
uce-5869	-2902.5075	-2894.5584	
uce-587	-3756.1217	-3747.0498	
uce-5871	-1572.1962	-1574.9492	
uce-5872	-2600.7900	-2592.8632	
uce-5873	-2748.7725	-2745.4372	
uce-5874	-3054.6403	-3047.9947	
uce-5878	-580.0225	-580.9263	
uce-5879	-2733.9836	-2732.1839	
uce-5880	-3077.5951	-3077.8627	
uce-5882	-3469.1716	-3472.8938	
