Locus	Sclero	ToxPoly
uce-5263	-4412.55	-4403.55	
uce-5265	-1919.29	-1914.02	
uce-5267	-5110.70	-5118.01	
uce-5268	-3022.11	-3013.54	
uce-5269	-2269.50	-2266.71	
uce-527	-3704.29	-3702.39	
uce-5272	-5050.32	-5053.49	
uce-5273	-5647.32	-5638.35	
uce-5275	-3227.87	-3229.47	
uce-5277	-2161.86	-2162.94	
uce-5278	-4380.04	-4368.99	
uce-528	-3997.18	-3983.88	
uce-5280	-4877.96	-4879.54	
uce-5284	-3468.09	-3472.92	
uce-5286	-4465.37	-4458.40	
uce-5288	-4201.76	-4197.24	
uce-5289	-2088.82	-2083.48	
uce-529	-3722.46	-3720.64	
uce-5290	-3001.85	-3001.75	
uce-5291	-3079.65	-3059.38	
uce-5292	-3707.02	-3699.29	
uce-5293	-4573.78	-4557.33	
uce-5294	-1368.69	-1370.52	
uce-5295	-2685.69	-2662.91	
uce-5296	-5521.30	-5518.80	
uce-5297	-5045.31	-5037.55	
uce-53	-1273.63	-1269.82	
uce-5300	-1394.64	-1387.17	
uce-5301	-5904.15	-5894.50	
uce-5305	-3443.10	-3442.77	
uce-5311	-3486.84	-3485.95	
uce-5313	-3219.35	-3221.24	
uce-5314	-3081.02	-3074.27	
uce-5315	-4338.49	-4336.00	
uce-5316	-3719.54	-3711.83	
uce-5319	-2594.74	-2589.94	
uce-532	-4562.85	-4558.48	
uce-5321	-4078.12	-4062.88	
uce-5322	-2472.76	-2469.11	
uce-5323	-3769.27	-3763.84	
uce-5327	-3667.56	-3667.08	
uce-5328	-2837.46	-2826.67	
uce-533	-2605.45	-2599.14	
uce-5331	-5280.97	-5262.67	
uce-5332	-5465.37	-5465.74	
uce-5334	-3625.12	-3620.78	
uce-534	-4206.38	-4194.22	
uce-5340	-5519.66	-5484.03	
uce-5343	-1740.11	-1737.88	
uce-5344	-3694.86	-3680.98	
uce-5345	-2078.66	-2064.43	
uce-5346	-6667.28	-6661.88	
uce-5347	-5982.58	-5998.53	
uce-5348	-3452.37	-3447.06	
uce-5349	-2587.79	-2583.19	
uce-535	-1756.55	-1748.93	
uce-5356	-5172.31	-5169.02	
uce-5357	-2528.77	-2524.98	
uce-5361	-5772.48	-5769.72	
uce-5363	-2012.78	-2016.27	
uce-5364	-5483.46	-5462.80	
uce-5366	-4489.52	-4480.22	
uce-5369	-3017.58	-3012.68	
uce-5371	-1263.94	-1256.51	
uce-5372	-3223.07	-3218.68	
uce-5377	-3288.61	-3274.50	
uce-5379	-3542.15	-3538.38	
uce-538	-4252.49	-4241.47	
uce-5380	-2061.12	-2058.62	
uce-5381	-2744.06	-2740.99	
uce-5382	-3760.03	-3753.08	
uce-5383	-5021.36	-5007.43	
uce-5385	-3366.40	-3347.79	
uce-5387	-4677.36	-4669.32	
uce-539	-3454.74	-3447.37	
uce-5390	-3337.38	-3336.68	
uce-5391	-3384.38	-3387.74	
uce-5392	-4151.72	-4146.52	
uce-5393	-2293.69	-2296.12	
uce-5394	-2818.53	-2821.61	
uce-5395	-1807.48	-1804.30	
uce-5396	-4864.24	-4862.37	
uce-5397	-5332.64	-5320.37	
uce-5399	-3695.08	-3698.87	
uce-54	-2155.24	-2156.98	
uce-540	-2722.07	-2712.95	
uce-5401	-3505.11	-3507.52	
uce-5402	-2493.14	-2486.49	
uce-5404	-2533.42	-2526.67	
uce-5405	-4173.02	-4166.41	
uce-5407	-2836.03	-2830.00	
uce-5409	-4713.89	-4721.82	
uce-541	-3826.78	-3828.89	
uce-5410	-3599.00	-3598.07	
uce-5411	-4675.85	-4649.78	
uce-5412	-5285.23	-5262.37	
uce-5415	-3308.64	-3309.91	
uce-5416	-3521.12	-3514.61	
uce-5418	-2984.55	-2975.21	
uce-5419	-3154.07	-3158.85	
uce-542	-2790.42	-2797.38	
uce-5422	-3331.19	-3331.45	
uce-5425	-3976.40	-3979.42	
uce-5426	-2336.04	-2331.26	
uce-5427	-2010.38	-2006.75	
uce-5429	-2846.26	-2853.43	
uce-5433	-3099.21	-3095.56	
uce-5435	-1029.91	-1029.76	
uce-5438	-2461.21	-2474.21	
uce-544	-3323.10	-3318.99	
uce-5440	-3447.79	-3442.94	
uce-5441	-1247.22	-1247.93	
uce-5442	-5420.16	-5427.27	
uce-5443	-1999.41	-1995.87	
uce-5445	-3943.83	-3927.48	
uce-5446	-4715.21	-4701.45	
uce-5447	-4177.18	-4178.65	
uce-545	-2534.65	-2527.07	
uce-5450	-1150.88	-1143.11	
uce-5451	-3557.61	-3556.27	
uce-5453	-5487.20	-5464.92	
uce-5456	-5171.00	-5161.98	
uce-5457	-2238.22	-2237.22	
uce-5459	-3770.92	-3771.64	
uce-546	-3404.53	-3406.65	
uce-5460	-3056.27	-3053.49	
uce-5462	-2204.90	-2200.09	
uce-5463	-2593.20	-2591.61	
uce-5464	-4488.98	-4483.49	
uce-5469	-5586.67	-5585.62	
uce-547	-3538.95	-3518.28	
uce-5473	-3894.85	-3894.10	
uce-5475	-2107.68	-2101.18	
uce-5476	-4379.81	-4384.67	
uce-5477	-1679.02	-1687.80	
uce-5478	-5601.05	-5602.74	
uce-5479	-2946.49	-2936.97	
uce-548	-4032.79	-4018.58	
uce-5480	-1847.96	-1841.01	
uce-5481	-3335.09	-3324.84	
uce-5483	-3568.40	-3552.44	
uce-5487	-2124.40	-2121.51	
uce-5489	-3160.02	-3158.82	
uce-549	-4774.25	-4776.16	
uce-5490	-1958.01	-1950.94	
uce-5493	-2518.25	-2503.80	
uce-5494	-883.28	-882.03	
uce-5495	-1522.17	-1516.81	
uce-5496	-1868.43	-1863.52	
uce-5497	-3679.74	-3683.76	
uce-5498	-6092.45	-6086.27	
uce-55	-5240.57	-5215.32	
uce-550	-2882.55	-2882.82	
uce-5500	-5678.81	-5656.52	
uce-5502	-5401.22	-5412.05	
uce-5505	-2336.10	-2336.13	
uce-5508	-2330.12	-2324.06	
uce-5510	-3463.03	-3465.19	
uce-5512	-6417.80	-6418.21	
uce-5514	-6508.85	-6495.27	
uce-5518	-3094.39	-3088.57	
uce-5521	-3759.06	-3756.61	
uce-5522	-3699.61	-3700.36	
uce-5524	-2945.36	-2938.29	
uce-5528	-3524.04	-3532.44	
uce-553	-2475.21	-2468.30	
uce-5530	-3593.89	-3621.48	
uce-5531	-5106.92	-5105.96	
uce-5532	-3194.64	-3188.21	
uce-5534	-1379.75	-1379.48	
uce-5536	-2508.79	-2510.50	
uce-5538	-2530.60	-2523.52	
uce-5539	-3430.39	-3428.70	
uce-554	-2451.32	-2457.09	
uce-5541	-4109.54	-4105.13	
uce-5542	-3441.40	-3431.94	
uce-5543	-5102.42	-5098.97	
uce-5548	-4481.62	-4472.77	
uce-5551	-2856.64	-2857.16	
uce-5553	-3613.58	-3604.59	
uce-5554	-1743.67	-1736.47	
uce-5555	-5316.66	-5319.01	
uce-5557	-5262.38	-5260.47	
uce-5559	-3989.03	-3985.00	
uce-556	-3356.10	-3356.93	
uce-5560	-5299.46	-5278.10	
uce-5561	-5112.28	-5119.51	
uce-5564	-4008.42	-4005.49	
uce-5565	-4686.25	-4687.52	
uce-5566	-4279.43	-4279.27	
uce-557	-2521.70	-2503.75	
uce-5570	-1452.03	-1452.74	
uce-5573	-4666.35	-4664.89	
uce-5575	-3854.52	-3851.80	
uce-5576	-3715.71	-3704.58	
uce-5577	-1236.86	-1235.77	
uce-5578	-3720.95	-3706.26	
uce-5579	-3288.73	-3280.85	
uce-558	-3653.89	-3639.30	
uce-5580	-2633.79	-2627.47	
uce-5581	-3351.99	-3343.15	
uce-5582	-2550.25	-2543.47	
uce-5584	-2551.74	-2539.82	
uce-5586	-4466.46	-4451.73	
uce-5588	-4354.69	-4345.04	
uce-5589	-3628.19	-3625.88	
uce-5590	-4425.21	-4420.14	
uce-5593	-3368.83	-3356.83	
uce-5594	-3061.11	-3066.64	
uce-5595	-4675.67	-4674.03	
uce-5596	-3763.71	-3761.03	
uce-5597	-6543.89	-6540.46	
uce-5598	-5276.10	-5260.90	
uce-5599	-2097.56	-2084.39	
uce-560	-4861.01	-4842.40	
uce-5600	-3438.90	-3433.25	
uce-5601	-3803.19	-3795.05	
uce-5602	-4244.41	-4241.17	
uce-5604	-696.20	-696.20	
uce-5606	-5220.96	-5219.25	
uce-5607	-1418.81	-1420.86	
uce-5609	-4915.17	-4910.53	
uce-561	-2832.03	-2832.13	
uce-5611	-4542.25	-4533.27	
uce-5615	-3369.32	-3362.43	
uce-5619	-2596.09	-2591.38	
uce-5620	-1894.90	-1883.01	
uce-5623	-3583.53	-3575.04	
uce-5625	-2519.25	-2520.48	
uce-5626	-1407.45	-1402.62	
uce-5627	-2823.22	-2834.89	
uce-5629	-5017.41	-4999.37	
uce-5630	-2528.93	-2531.61	
uce-5632	-3437.29	-3429.31	
uce-5634	-2827.41	-2831.84	
uce-5635	-2728.46	-2722.40	
uce-5636	-5870.00	-5853.28	
uce-5637	-2284.36	-2293.09	
uce-5638	-2224.04	-2220.59	
uce-5639	-5164.81	-5159.59	
uce-564	-4606.87	-4609.75	
uce-5642	-2758.94	-2760.10	
uce-5645	-3320.79	-3317.66	
uce-5646	-1598.55	-1597.78	
uce-5647	-2940.81	-2931.24	
uce-5649	-5484.91	-5476.29	
uce-5651	-3413.60	-3409.73	
uce-5652	-2254.58	-2254.55	
uce-5653	-3224.72	-3221.13	
uce-5657	-4237.90	-4231.13	
uce-5659	-3827.55	-3816.21	
uce-5660	-3004.22	-3003.50	
uce-5661	-4567.72	-4560.34	
uce-5663	-3335.87	-3320.30	
uce-5664	-3282.48	-3283.81	
uce-5667	-4815.40	-4812.03	
uce-5671	-4691.34	-4696.48	
uce-5672	-4210.82	-4211.35	
uce-5673	-4008.18	-4001.21	
uce-5675	-5011.65	-5004.93	
uce-5676	-1530.02	-1531.53	
uce-5677	-2464.55	-2452.95	
uce-5678	-2885.34	-2874.65	
uce-5679	-2793.04	-2797.85	
uce-568	-2914.03	-2910.65	
uce-5680	-5193.32	-5187.58	
uce-5681	-3368.45	-3368.44	
uce-5682	-1836.92	-1833.08	
uce-5683	-3347.13	-3340.83	
uce-5684	-4992.70	-4963.75	
uce-5688	-3459.93	-3447.97	
uce-5689	-2611.97	-2610.48	
uce-5690	-2611.96	-2600.62	
uce-5692	-2437.97	-2436.66	
uce-5693	-2223.28	-2223.72	
uce-5694	-2541.03	-2541.26	
uce-5696	-4606.86	-4599.44	
uce-5697	-2053.95	-2040.16	
uce-5699	-4040.87	-4057.71	
uce-570	-1791.62	-1787.82	
uce-5700	-855.94	-855.18	
uce-5701	-4578.71	-4573.85	
uce-5702	-4672.29	-4660.88	
uce-5704	-4257.23	-4247.35	
uce-5705	-2464.81	-2463.06	
uce-5707	-3172.89	-3165.56	
uce-5708	-3792.63	-3756.68	
uce-5709	-2499.76	-2495.24	
uce-571	-4466.46	-4468.43	
uce-5710	-3328.88	-3320.13	
uce-5713	-3852.04	-3851.08	
uce-5716	-2768.79	-2754.99	
uce-5719	-4469.67	-4458.06	
uce-5720	-950.17	-955.73	
uce-5721	-2028.30	-2020.12	
uce-5722	-2723.77	-2717.01	
uce-5724	-1940.10	-1942.25	
uce-5727	-5114.87	-5122.58	
uce-573	-2497.33	-2490.34	
uce-5730	-3912.42	-3912.17	
uce-5732	-5441.18	-5433.29	
uce-5733	-3479.09	-3478.20	
uce-5734	-3443.34	-3433.72	
uce-5735	-2909.65	-2908.36	
uce-5736	-4881.73	-4878.33	
uce-5737	-1822.73	-1826.13	
uce-5739	-3612.76	-3610.26	
uce-574	-3166.39	-3165.35	
uce-5743	-1553.76	-1549.57	
uce-5745	-3584.98	-3579.27	
uce-575	-2208.16	-2196.21	
uce-5751	-2501.71	-2487.13	
uce-5752	-4425.26	-4416.07	
uce-5754	-2382.91	-2374.63	
uce-5755	-3680.75	-3681.67	
uce-5756	-2279.56	-2276.09	
uce-5757	-2308.38	-2314.79	
uce-5758	-6160.61	-6152.90	
uce-5759	-4701.75	-4698.07	
uce-5761	-1968.98	-1961.63	
uce-5763	-4351.51	-4340.37	
uce-5766	-2560.77	-2553.24	
uce-5769	-2776.86	-2779.06	
uce-5771	-1825.52	-1815.25	
uce-5772	-1885.01	-1881.62	
uce-5773	-2909.90	-2906.04	
uce-5774	-2173.48	-2175.37	
uce-5775	-1617.97	-1616.90	
uce-5777	-3387.61	-3386.36	
uce-5779	-5048.01	-5052.61	
uce-5781	-2208.07	-2204.41	
uce-5782	-4325.64	-4320.59	
uce-5783	-2244.34	-2250.73	
uce-5786	-2553.85	-2550.23	
uce-5788	-3004.39	-2995.93	
uce-5789	-3506.80	-3510.08	
uce-5792	-1511.58	-1506.31	
uce-5795	-1609.99	-1602.01	
uce-5796	-3594.82	-3591.69	
uce-5797	-3971.14	-3961.26	
uce-5801	-3689.02	-3668.42	
uce-5803	-2857.57	-2848.58	
uce-5805	-5240.85	-5225.39	
uce-5806	-2311.52	-2307.64	
uce-5808	-3867.33	-3871.43	
uce-5810	-3597.20	-3595.17	
uce-5811	-4762.84	-4748.73	
uce-5812	-5170.32	-5156.48	
uce-5816	-3764.31	-3750.97	
uce-5817	-2904.22	-2896.89	
uce-5820	-3912.23	-3908.98	
uce-5821	-3276.14	-3270.51	
uce-5822	-1589.87	-1593.67	
uce-5824	-3614.05	-3616.64	
uce-5825	-2505.01	-2493.16	
uce-5827	-3364.07	-3356.04	
uce-5829	-3237.79	-3245.43	
uce-583	-3368.98	-3367.87	
uce-5830	-2463.40	-2461.65	
uce-5832	-3350.15	-3347.79	
uce-5834	-5884.49	-5875.55	
uce-5836	-4192.10	-4188.49	
uce-5837	-2887.84	-2862.13	
uce-5839	-873.64	-873.87	
uce-5840	-1957.90	-1950.49	
uce-5842	-4819.23	-4824.23	
uce-5845	-3466.12	-3471.83	
uce-5846	-3351.87	-3338.82	
uce-5847	-1915.24	-1914.40	
uce-5849	-4726.73	-4717.32	
uce-5851	-4187.04	-4179.76	
uce-5852	-5440.71	-5442.33	
uce-5853	-4051.34	-4022.87	
uce-5855	-3840.06	-3827.38	
uce-5856	-3258.32	-3264.65	
uce-5857	-3340.76	-3320.20	
uce-5859	-3373.39	-3373.01	
uce-5860	-7092.75	-7082.66	
uce-5861	-4565.83	-4550.54	
uce-5862	-4405.71	-4402.13	
uce-5864	-4141.79	-4144.52	
uce-5865	-2544.99	-2536.22	
uce-5869	-3266.88	-3253.78	
uce-587	-4265.27	-4252.22	
uce-5871	-1818.68	-1819.63	
uce-5872	-2980.78	-2973.02	
uce-5873	-3104.27	-3099.05	
uce-5874	-3330.18	-3316.76	
uce-5878	-693.06	-687.30	
uce-5879	-3191.56	-3191.12	
uce-5880	-3605.95	-3599.75	
uce-5882	-3846.01	-3853.62	
uce-5886	-5749.13	-5730.76	
uce-5889	-3244.00	-3244.00	
uce-589	-2928.09	-2925.83	
uce-5893	-1240.49	-1238.29	
uce-5895	-3260.16	-3261.22	
uce-5898	-3458.53	-3455.23	
uce-5899	-2665.08	-2654.54	
uce-59	-3770.65	-3763.64	
uce-590	-2945.09	-2942.64	
uce-5901	-5110.22	-5110.28	
uce-5902	-4741.72	-4731.92	
uce-5903	-3957.96	-3952.32	
uce-5904	-4443.48	-4443.09	
uce-5905	-4109.01	-4122.46	
uce-5906	-1374.87	-1368.68	
uce-591	-1896.00	-1890.77	
uce-5910	-4266.96	-4270.66	
uce-5912	-1875.57	-1879.05	
uce-5914	-3504.41	-3500.89	
uce-5915	-4992.94	-4988.82	
uce-5916	-1800.47	-1795.90	
uce-5917	-1828.18	-1830.76	
uce-5918	-3043.20	-3047.28	
uce-5919	-5403.55	-5394.59	
uce-5920	-3121.22	-3117.97	
uce-5921	-3842.50	-3849.96	
uce-5922	-2244.12	-2241.12	
uce-5923	-3806.71	-3792.08	
uce-5924	-3093.23	-3110.37	
uce-5925	-2736.63	-2719.25	
uce-5927	-4353.07	-4336.10	
uce-5928	-5333.17	-5329.52	
uce-5930	-1721.65	-1708.90	
uce-5932	-3586.06	-3573.26	
uce-5933	-4987.45	-4958.91	
uce-5934	-2259.19	-2253.89	
uce-5936	-3341.08	-3342.07	
uce-5937	-3750.52	-3746.31	
uce-5942	-1608.41	-1605.44	
uce-5947	-2444.71	-2446.07	
uce-5948	-4674.38	-4667.98	
uce-5951	-1960.45	-1960.94	
uce-5952	-5498.56	-5490.37	
uce-5953	-4759.26	-4754.32	
uce-5954	-1619.27	-1639.37	
uce-5955	-4027.30	-4031.51	
uce-5956	-4416.29	-4419.19	
uce-596	-3501.56	-3491.87	
uce-5961	-4303.02	-4290.06	
uce-5964	-1588.22	-1587.64	
uce-5966	-3523.99	-3523.56	
uce-5968	-3299.23	-3283.45	
uce-5969	-4240.76	-4240.22	
uce-5970	-1832.96	-1830.74	
uce-5971	-3660.67	-3659.10	
uce-5972	-2864.60	-2857.71	
uce-5974	-3608.40	-3607.45	
uce-5975	-3132.41	-3134.53	
uce-5977	-5679.90	-5662.66	
uce-5978	-2284.75	-2290.93	
uce-598	-3759.90	-3760.60	
uce-5980	-3935.89	-3950.11	
uce-5986	-2263.43	-2257.90	
uce-5987	-3308.16	-3296.16	
uce-5989	-4178.59	-4176.43	
uce-599	-4618.86	-4620.26	
uce-5990	-2025.15	-2028.88	
uce-5991	-4072.04	-4065.26	
uce-5992	-4188.37	-4178.19	
uce-5994	-3617.98	-3608.50	
uce-5995	-2660.78	-2664.67	
uce-5996	-4841.23	-4834.66	
uce-5997	-4165.49	-4157.83	
uce-5998	-3913.38	-3905.37	
uce-6	-2531.45	-2532.27	
uce-6002	-2481.64	-2477.07	
uce-6003	-2831.80	-2836.01	
uce-6004	-3409.25	-3394.27	
uce-6005	-2235.25	-2231.18	
uce-6007	-3299.25	-3300.40	
uce-6009	-3329.74	-3328.80	
uce-601	-4279.38	-4268.78	
uce-6010	-2005.48	-2011.45	
uce-6011	-6040.94	-6047.03	
uce-6012	-3103.33	-3103.24	
uce-6013	-2915.23	-2921.69	
uce-6014	-1448.80	-1433.76	
uce-6015	-4109.28	-4109.74	
uce-6017	-6193.43	-6188.43	
uce-6018	-2415.08	-2407.91	
uce-6019	-1613.28	-1609.91	
uce-6020	-5479.77	-5480.62	
uce-6021	-2565.46	-2558.51	
uce-6025	-2509.24	-2516.90	
uce-6028	-3045.12	-3036.21	
uce-603	-3692.67	-3690.81	
uce-6030	-3178.88	-3176.27	
uce-6031	-1999.52	-1993.32	
uce-6032	-4127.24	-4129.03	
uce-6033	-3952.38	-3953.78	
uce-6034	-1264.95	-1251.88	
uce-6035	-4242.86	-4246.40	
uce-604	-3382.71	-3384.29	
uce-6043	-4644.23	-4644.28	
uce-6044	-3555.42	-3548.81	
uce-6047	-4433.00	-4437.21	
uce-6048	-6000.54	-6002.49	
uce-6049	-1753.08	-1750.44	
uce-6050	-3036.74	-3023.79	
uce-6052	-2957.29	-2952.34	
uce-6054	-5161.84	-5138.56	
uce-6058	-3176.76	-3175.33	
uce-6059	-4473.65	-4464.63	
uce-6060	-2268.66	-2261.98	
uce-6061	-3523.67	-3520.38	
uce-6063	-1792.55	-1787.07	
uce-6065	-3251.04	-3250.64	
uce-6067	-4735.71	-4721.02	
uce-6068	-5115.35	-5109.82	
uce-6069	-1568.64	-1558.41	
uce-607	-2298.22	-2288.17	
uce-6070	-4801.37	-4789.15	
uce-6071	-2330.31	-2329.42	
uce-6072	-3360.87	-3357.62	
uce-6073	-2942.58	-2941.31	
uce-6074	-4360.48	-4363.17	
uce-6076	-3448.47	-3435.51	
uce-6078	-2585.93	-2587.34	
uce-6079	-2743.72	-2738.07	
uce-608	-2974.84	-2972.13	
uce-6081	-3012.38	-3022.98	
uce-6082	-3971.23	-3971.13	
uce-6083	-3866.06	-3865.26	
uce-6084	-1182.27	-1174.80	
uce-6085	-3566.70	-3554.87	
uce-6087	-3011.10	-3010.16	
uce-6088	-2431.73	-2418.98	
uce-609	-3941.16	-3931.66	
uce-6090	-607.33	-611.09	
uce-6091	-3681.08	-3665.10	
uce-6093	-1618.23	-1616.56	
uce-6094	-5340.86	-5325.44	
uce-6096	-2209.64	-2207.05	
uce-6098	-4309.29	-4314.31	
uce-61	-5272.66	-5271.79	
uce-610	-6561.92	-6555.57	
uce-6100	-2433.47	-2425.52	
uce-6101	-4148.34	-4150.96	
uce-6102	-3727.26	-3724.41	
uce-6103	-4693.88	-4696.88	
uce-6105	-3247.01	-3243.87	
uce-6106	-5237.82	-5230.43	
uce-6107	-2641.81	-2634.32	
uce-6109	-2177.28	-2180.95	
uce-6110	-3233.55	-3230.80	
uce-6113	-4439.30	-4437.40	
uce-6117	-3971.69	-3959.48	
uce-6118	-3224.30	-3219.31	
uce-6121	-4842.98	-4834.46	
uce-6122	-2777.45	-2779.81	
uce-6123	-1995.63	-1990.37	
uce-6125	-1744.46	-1747.61	
uce-6126	-3634.97	-3649.94	
uce-613	-2367.15	-2366.43	
uce-6131	-4989.24	-4967.70	
uce-6133	-1525.73	-1520.02	
uce-6135	-3567.19	-3574.32	
uce-6136	-2128.42	-2123.22	
uce-6137	-2312.01	-2311.26	
uce-6138	-3050.96	-3045.33	
uce-614	-3206.78	-3211.65	
uce-6140	-5361.75	-5351.17	
uce-6141	-2660.44	-2654.35	
uce-6143	-4240.07	-4237.54	
uce-6145	-3239.67	-3233.47	
uce-6147	-3123.86	-3111.07	
uce-615	-1806.23	-1793.95	
uce-6152	-3068.66	-3069.79	
uce-6154	-4474.98	-4473.06	
uce-6157	-1645.73	-1638.43	
uce-6158	-5438.21	-5436.72	
uce-616	-2527.90	-2513.56	
uce-6161	-3226.60	-3226.24	
uce-6163	-1998.05	-1999.40	
uce-6164	-4234.84	-4231.63	
uce-6165	-5972.10	-5964.70	
uce-6166	-2527.51	-2523.65	
uce-6167	-2695.45	-2691.68	
uce-6169	-3156.22	-3152.76	
uce-6171	-2406.39	-2411.32	
uce-6173	-4668.85	-4672.09	
uce-6176	-3861.57	-3852.54	
uce-6177	-4096.64	-4077.70	
uce-6179	-3296.80	-3256.44	
uce-618	-2856.59	-2856.31	
uce-6183	-4389.72	-4362.58	
uce-6184	-2616.93	-2620.49	
uce-6185	-1792.57	-1792.13	
uce-6186	-3912.65	-3908.68	
uce-6187	-4812.77	-4811.78	
uce-6188	-1803.45	-1801.01	
uce-6189	-4255.87	-4261.96	
uce-6191	-2966.09	-2948.87	
uce-6193	-3552.88	-3544.58	
uce-6194	-2893.72	-2892.84	
uce-6195	-3032.49	-3036.45	
uce-6196	-2208.51	-2191.04	
uce-6198	-4825.35	-4812.97	
uce-62	-3176.71	-3164.13	
uce-620	-3249.35	-3244.44	
uce-6200	-5076.97	-5085.34	
uce-6203	-4437.11	-4433.57	
uce-6204	-3012.53	-3019.14	
uce-6205	-2485.93	-2487.67	
uce-6206	-1357.38	-1358.29	
uce-6207	-3349.42	-3348.08	
uce-6208	-1023.47	-1025.09	
uce-6209	-6203.61	-6194.64	
uce-621	-1684.61	-1683.64	
uce-6210	-3859.21	-3869.95	
uce-6211	-5138.77	-5135.62	
uce-6212	-2115.90	-2112.42	
uce-6213	-3803.65	-3806.30	
uce-6214	-3330.16	-3328.04	
uce-6215	-4485.34	-4475.59	
uce-6218	-1954.11	-1955.04	
uce-6219	-3490.17	-3484.28	
uce-6221	-997.86	-996.31	
uce-6222	-2542.48	-2544.09	
uce-6225	-4011.51	-3997.84	
uce-6228	-2351.79	-2347.63	
uce-6229	-3017.05	-3014.49	
uce-6230	-4313.37	-4310.82	
uce-6231	-4675.54	-4667.42	
uce-6233	-2106.60	-2099.02	
uce-6235	-1764.52	-1761.97	
uce-6237	-1646.06	-1649.03	
uce-6238	-2779.10	-2770.61	
uce-6239	-5101.42	-5091.71	
uce-624	-2666.24	-2673.52	
uce-6240	-1973.31	-1974.16	
uce-6241	-2468.43	-2457.85	
uce-6242	-3534.67	-3533.30	
uce-6245	-3965.64	-3960.25	
uce-6246	-2739.40	-2734.81	
uce-6247	-2789.32	-2782.84	
uce-6248	-5229.33	-5222.65	
uce-6249	-3216.96	-3218.65	
uce-625	-3073.94	-3070.38	
uce-6250	-4567.12	-4564.42	
uce-6252	-2900.76	-2896.91	
uce-6253	-3571.11	-3567.34	
uce-6254	-3791.77	-3790.73	
uce-6255	-3222.27	-3213.75	
uce-6256	-4591.57	-4584.81	
uce-6258	-2121.88	-2124.46	
uce-6259	-3766.29	-3765.77	
uce-626	-2493.24	-2480.21	
uce-6260	-1492.10	-1496.13	
uce-6261	-2744.42	-2743.84	
uce-6262	-4301.21	-4308.32	
uce-6263	-2837.75	-2829.69	
uce-6264	-2852.29	-2853.66	
uce-6265	-5170.63	-5165.24	
uce-6267	-4806.49	-4802.83	
uce-6268	-2851.87	-2845.45	
uce-627	-3985.95	-3984.95	
uce-6270	-2398.15	-2403.20	
uce-6272	-5507.71	-5507.38	
uce-6273	-1746.91	-1743.88	
uce-6274	-2677.99	-2682.06	
uce-6277	-2135.02	-2130.75	
uce-6278	-4481.74	-4473.43	
uce-6280	-6166.91	-6173.88	
uce-6281	-3560.39	-3548.51	
uce-6282	-3743.66	-3746.88	
uce-6284	-2598.05	-2590.42	
uce-6286	-3438.43	-3426.21	
uce-6287	-4391.57	-4385.37	
uce-6288	-5397.78	-5393.30	
uce-629	-2863.22	-2857.20	
uce-6290	-5133.96	-5142.76	
uce-6291	-2197.18	-2199.56	
uce-6294	-3079.40	-3076.55	
uce-6295	-3656.04	-3650.94	
uce-6296	-4233.89	-4235.56	
uce-6297	-2419.14	-2414.48	
uce-6298	-3574.14	-3568.48	
uce-6299	-4007.10	-3988.22	
uce-63	-5171.52	-5188.05	
uce-6301	-2908.31	-2907.77	
uce-6309	-1121.93	-1123.79	
uce-6310	-3532.70	-3526.05	
uce-6311	-3507.49	-3506.14	
uce-6313	-3747.65	-3749.46	
uce-6314	-2569.46	-2568.77	
uce-6315	-4025.57	-4028.79	
uce-6316	-3577.01	-3560.77	
uce-6317	-4494.79	-4493.03	
uce-632	-3652.42	-3643.94	
uce-6320	-4747.70	-4743.45	
uce-6321	-2431.35	-2422.42	
uce-6324	-2153.15	-2157.45	
uce-6327	-2423.29	-2423.22	
uce-6329	-2553.18	-2537.29	
uce-6330	-2264.39	-2252.80	
uce-6333	-4269.59	-4268.86	
uce-6334	-3290.09	-3291.82	
uce-6335	-3530.67	-3536.75	
uce-6337	-1735.97	-1726.34	
uce-6339	-3010.47	-3005.48	
uce-6340	-6658.42	-6652.41	
uce-6342	-2291.03	-2297.10	
uce-6344	-3269.71	-3272.12	
uce-6346	-2350.05	-2349.45	
uce-6347	-1767.08	-1753.83	
uce-6351	-1997.27	-1997.29	
uce-6352	-4505.23	-4504.14	
uce-6353	-2705.22	-2703.89	
uce-6355	-4627.07	-4629.57	
uce-6356	-5720.46	-5716.81	
uce-6357	-1513.24	-1526.14	
uce-6359	-4936.61	-4918.68	
uce-636	-3628.26	-3630.13	
uce-6360	-2469.95	-2457.65	
uce-6362	-2184.95	-2180.61	
uce-6363	-3155.89	-3150.74	
uce-6366	-1602.59	-1601.35	
uce-6367	-3678.64	-3666.77	
uce-6371	-4722.67	-4716.30	
uce-6372	-5399.26	-5389.59	
uce-6373	-3339.68	-3335.37	
uce-6376	-3411.86	-3409.43	
uce-6379	-3115.01	-3091.44	
uce-638	-3947.53	-3935.09	
uce-6381	-4768.80	-4770.79	
uce-6382	-2972.97	-2966.78	
uce-6383	-2496.86	-2501.14	
uce-6385	-2320.69	-2318.97	
uce-6386	-2629.63	-2628.59	
uce-6388	-4800.84	-4784.90	
uce-6390	-4330.89	-4333.85	
uce-6391	-5200.67	-5202.11	
uce-6393	-1867.08	-1858.77	
uce-6396	-5626.27	-5632.44	
uce-6397	-3029.06	-3021.15	
uce-6398	-3204.36	-3212.40	
uce-6399	-3977.57	-3971.54	
