Locus	MEAN_COL_SCORE
uce-791	0.954198	
uce-7920	0.833333	
uce-7923	0.976744	
uce-7924	0.937500	
uce-7926	0.822581	
uce-7928	0.561020	
uce-7929	0.974093	
uce-7930	0.964384	
uce-7934	0.821244	
uce-7939	0.866883	
uce-793	0.985158	
uce-7940	0.926346	
uce-7941	0.977391	
uce-7943	0.927570	
uce-7946	0.955556	
uce-7947	0.955513	
uce-7948	0.964497	
uce-7949	0.795031	
uce-794	0.983180	
uce-7950	0.914634	
uce-7951	0.955990	
uce-7955	0.890130	
uce-7956	0.979839	
uce-7957	0.976744	
uce-7958	0.978964	
uce-7959	0.987842	
uce-7960	0.843373	
uce-7961	0.993939	
uce-7962	0.987179	
uce-7963	0.933594	
uce-7965	0.918956	
uce-7967	0.853474	
uce-7968	0.933121	
uce-7969	0.978125	
uce-7970	0.937388	
uce-7971	0.854839	
uce-7972	0.777778	
uce-7975	0.965732	
uce-7977	0.927644	
uce-7978	0.866667	
uce-7979	0.988189	
uce-7981	0.965625	
uce-7982	0.947991	
uce-7983	0.970522	
uce-7984	0.934884	
uce-7985	0.860979	
uce-7987	0.862745	
uce-7988	0.990385	
uce-7990	0.949749	
uce-7991	0.846570	
uce-7992	0.814741	
uce-7994	0.847291	
uce-7996	0.991758	
uce-7997	1.000000	
uce-7999	0.993671	
uce-799	0.953390	
uce-7	0.932619	
uce-8002	0.959799	
uce-8005	0.878229	
uce-8006	0.922747	
uce-8009	0.988468	
uce-800	0.961603	
uce-8010	0.944316	
uce-8011	0.994264	
uce-8012	0.975410	
uce-8014	0.986916	
uce-8016	NA	
uce-8017	0.978339	
uce-8026	0.942379	
uce-8029	0.969355	
uce-802	0.924747	
uce-8030	0.976540	
uce-8031	1.000000	
uce-8032	1.000000	
uce-8033	0.930693	
uce-8035	0.915811	
uce-8036	0.978947	
uce-8037	0.996276	
uce-803	0.992974	
uce-8043	0.975430	
uce-8044	0.981744	
uce-8045	0.760274	
uce-8046	0.931507	
uce-805	0.983418	
uce-80	0.867971	
uce-810	0.943820	
uce-812	0.985342	
uce-813	0.995833	
uce-814	0.986348	
uce-816	0.996278	
uce-818	0.959514	
uce-819	0.958333	
uce-81	0.851730	
uce-823	0.968059	
uce-824	0.929530	
uce-825	0.983333	
uce-826	0.968889	
uce-827	0.901786	
uce-828	0.981878	
uce-82	0.993453	
uce-831	0.958092	
uce-833	0.956169	
uce-834	0.978316	
uce-836	0.960069	
uce-837	0.971186	
uce-838	1.000000	
uce-83	0.959770	
uce-841	0.853333	
uce-843	0.916318	
uce-845	0.940426	
uce-848	0.872807	
uce-849	0.972171	
uce-84	0.796636	
uce-850	0.921739	
uce-851	0.961783	
uce-853	0.938697	
uce-855	0.965289	
uce-857	0.900415	
uce-859	0.977941	
uce-85	1.000000	
uce-861	0.989712	
uce-864	0.988235	
uce-865	0.916382	
uce-866	0.923642	
uce-867	0.929730	
uce-868	0.946140	
uce-869	0.871102	
uce-871	0.985014	
uce-872	0.976864	
uce-873	0.937023	
uce-876	0.968224	
uce-877	0.972171	
uce-87	0.962428	
uce-881	0.955941	
uce-882	0.955193	
uce-883	0.945537	
uce-884	0.924051	
uce-885	0.988048	
uce-886	0.970930	
uce-887	0.975241	
uce-888	0.957009	
uce-889	0.989492	
uce-88	0.947195	
uce-891	0.980422	
uce-893	0.970779	
uce-897	0.845842	
uce-898	0.953030	
uce-899	0.935302	
uce-903	0.897710	
uce-904	0.893082	
uce-905	0.996569	
uce-906	0.975741	
uce-907	0.961774	
uce-908	0.948622	
uce-90	0.987685	
uce-910	0.896848	
uce-912	0.996086	
uce-913	0.945230	
uce-914	0.961792	
uce-915	0.946085	
uce-916	0.966616	
uce-917	1.000000	
uce-918	0.941595	
uce-919	0.939024	
uce-920	0.980392	
uce-921	0.922581	
uce-923	0.908192	
uce-930	0.995434	
uce-931	0.914826	
uce-932	1.000000	
uce-934	0.966667	
uce-937	0.973166	
uce-938	0.939742	
uce-939	0.948276	
uce-93	1.000000	
uce-940	0.972603	
uce-943	0.963581	
uce-946	0.969369	
uce-949	0.974729	
uce-94	0.981481	
uce-950	0.974118	
uce-951	0.911932	
uce-953	0.925156	
uce-955	0.978758	
uce-956	0.875000	
uce-958	0.989630	
uce-959	0.985915	
uce-95	0.970480	
uce-962	0.966667	
uce-965	0.957265	
uce-967	0.974122	
uce-968	0.968254	
uce-971	0.957219	
uce-972	0.973753	
uce-976	0.955711	
uce-978	NA	
uce-97	0.927536	
uce-985	0.981333	
uce-987	0.925874	
uce-989	0.917391	
uce-98	0.917785	
uce-990	0.995249	
uce-991	0.925373	
uce-995	0.985112	
uce-997	0.970954	
uce-998	0.942215	
uce-999	0.909524	
uce-99	0.990033	
