Locus	MEAN_COL_SCORE
uce-7716	0.978182	
uce-7719	0.927632	
uce-771	0.864353	
uce-7721	0.914221	
uce-7724	0.897059	
uce-7725	0.977778	
uce-7726	0.965844	
uce-7727	0.936475	
uce-7729	0.915842	
uce-772	0.914248	
uce-7732	0.945537	
uce-7733	0.898256	
uce-7734	0.915094	
uce-7735	0.959016	
uce-7738	0.970414	
uce-7739	0.856899	
uce-773	0.956947	
uce-7740	0.851351	
uce-7741	0.973101	
uce-7746	0.887526	
uce-7747	0.862786	
uce-7748	0.976378	
uce-774	0.938193	
uce-7751	0.978261	
uce-7752	0.924370	
uce-7753	0.950081	
uce-7755	0.925101	
uce-7757	0.964103	
uce-7758	0.867442	
uce-7761	0.963526	
uce-7763	0.976048	
uce-7764	0.981424	
uce-7768	1.000000	
uce-7772	0.921123	
uce-7774	0.965000	
uce-7776	0.945455	
uce-7778	0.918280	
uce-777	0.993631	
uce-7783	1.000000	
uce-7785	0.935421	
uce-7786	0.787962	
uce-7787	0.892632	
uce-7788	0.905941	
uce-7789	0.839623	
uce-778	0.946792	
uce-7790	0.943069	
uce-7792	0.924276	
uce-7797	0.867868	
uce-7799	0.923077	
uce-77	0.892544	
uce-7801	0.884314	
uce-7803	0.920118	
uce-7804	0.960317	
uce-7806	1.000000	
uce-7807	0.990017	
uce-780	0.969231	
uce-7811	0.961585	
uce-7816	0.922190	
uce-7817	0.950495	
uce-7819	0.982646	
uce-7820	0.877155	
uce-7822	0.852029	
uce-7823	0.930496	
uce-7824	0.880259	
uce-7829	0.838879	
uce-7831	0.978723	
uce-7832	0.938095	
uce-7833	0.911371	
uce-7836	0.946759	
uce-783	0.982587	
uce-7840	0.919509	
uce-7841	0.964844	
uce-7842	0.928839	
uce-7843	0.984353	
uce-7844	0.911833	
uce-7845	0.948529	
uce-7847	0.974708	
uce-7848	0.972222	
uce-7849	0.924429	
uce-784	0.970246	
uce-7850	0.915167	
uce-7852	0.948849	
uce-7854	0.956186	
uce-7857	0.972350	
uce-7858	0.881154	
uce-7859	0.941799	
uce-785	0.852865	
uce-7862	0.943694	
uce-7863	0.981941	
uce-7864	0.944908	
uce-7865	NA	
uce-7866	0.959538	
uce-7867	0.926027	
uce-7869	0.934866	
uce-786	0.952294	
uce-7871	0.943470	
uce-7872	0.917695	
uce-7873	0.918919	
uce-7876	0.934896	
uce-7877	0.952909	
uce-7878	0.774834	
uce-7882	0.914894	
uce-7884	0.935970	
uce-7885	1.000000	
uce-7886	0.901119	
uce-7887	0.882353	
uce-7888	0.935829	
uce-7889	0.971854	
uce-788	0.954876	
uce-7890	0.678967	
uce-7892	1.000000	
uce-7895	0.954972	
uce-7897	0.878981	
uce-7898	0.651832	
uce-7902	0.840708	
uce-7903	0.965928	
uce-7904	0.853357	
uce-7906	0.834813	
uce-7907	0.914706	
uce-7908	0.959350	
uce-7909	0.890265	
uce-790	0.951699	
uce-7910	0.848943	
uce-7912	0.925806	
uce-7913	0.934629	
uce-7914	0.994898	
uce-7917	0.958606	
uce-7919	0.928994	
uce-791	0.959815	
uce-7920	0.702128	
uce-7923	0.960964	
uce-7924	0.870031	
uce-7926	0.916667	
uce-7928	0.727273	
uce-7929	0.967153	
uce-7930	0.920482	
uce-7939	0.960784	
uce-793	0.976868	
uce-7940	0.966736	
uce-7941	0.925234	
uce-7943	0.887255	
uce-7946	0.929985	
uce-7947	0.874539	
uce-7948	0.951220	
uce-7949	0.794749	
uce-794	0.954802	
uce-7950	0.908367	
uce-7951	0.905588	
uce-7955	0.739823	
uce-7956	0.866920	
uce-7957	0.981073	
uce-7958	0.979592	
uce-7959	0.950725	
uce-7960	0.821429	
uce-7961	0.990268	
uce-7962	0.977860	
uce-7963	0.942731	
uce-7965	0.909686	
uce-7967	0.876872	
uce-7968	0.883031	
uce-7969	0.944785	
uce-7970	0.904505	
uce-7971	0.869748	
uce-7972	0.906250	
uce-7975	0.950237	
uce-7977	0.912281	
uce-7978	0.925926	
uce-7979	0.956522	
uce-7981	0.915663	
uce-7982	0.987437	
uce-7983	0.973494	
uce-7984	0.934732	
uce-7985	0.905812	
uce-7987	0.930272	
uce-7988	0.917317	
uce-7990	0.984334	
uce-7991	0.896296	
uce-7992	0.810667	
uce-7994	0.878536	
uce-7996	1.000000	
uce-7997	0.986755	
uce-7999	0.969259	
uce-799	0.879913	
uce-7	0.762115	
uce-8002	0.960280	
uce-8005	0.902597	
uce-8006	0.919450	
uce-8009	0.935229	
uce-800	0.937053	
uce-8010	0.902597	
uce-8011	0.972973	
uce-8012	0.967552	
uce-8014	0.954306	
uce-8016	0.963801	
uce-8017	0.986711	
uce-8026	0.887755	
uce-8029	0.938611	
uce-802	0.979532	
uce-8030	0.977064	
uce-8031	1.000000	
uce-8032	0.968487	
uce-8033	0.871951	
uce-8034	0.974093	
uce-8035	0.895288	
uce-8036	1.000000	
uce-8037	0.992381	
uce-803	0.945122	
uce-8041	0.656766	
uce-8043	0.890661	
uce-8044	0.982964	
uce-8045	0.987179	
uce-8046	0.882143	
uce-805	0.980416	
uce-80	0.978967	
uce-810	0.959720	
uce-812	0.967690	
uce-813	0.995546	
uce-814	0.982759	
uce-816	0.996310	
uce-818	0.940853	
uce-819	0.951299	
uce-81	0.860384	
uce-823	0.953935	
uce-824	0.931373	
uce-825	0.907950	
uce-826	0.990291	
uce-827	0.834163	
uce-828	0.961890	
uce-82	0.979710	
uce-831	0.889356	
uce-833	0.968320	
uce-834	0.961582	
uce-836	0.954474	
uce-837	0.957386	
uce-838	0.956938	
uce-83	0.934993	
uce-841	0.936709	
uce-843	0.927577	
uce-845	0.982906	
uce-848	0.834395	
uce-849	0.980315	
uce-84	0.950241	
uce-850	0.957237	
uce-851	0.901991	
uce-853	0.960118	
uce-855	0.933437	
uce-857	0.918338	
uce-859	0.938525	
uce-85	1.000000	
uce-861	0.945378	
uce-865	0.924370	
uce-866	0.910714	
uce-867	0.950464	
uce-868	0.841463	
uce-869	0.838554	
uce-871	0.951316	
uce-872	0.933908	
uce-873	0.952381	
uce-876	0.909574	
uce-877	0.938776	
uce-87	0.920588	
uce-881	0.918079	
uce-882	0.957230	
uce-883	0.918688	
uce-884	0.903581	
uce-885	0.950262	
uce-886	0.948640	
uce-887	0.945274	
uce-888	0.962264	
uce-889	0.989630	
uce-88	0.944144	
uce-891	0.968563	
uce-893	0.975647	
uce-897	0.930279	
uce-898	0.947961	
uce-899	NA	
uce-902	0.980263	
uce-903	0.948195	
uce-904	0.958834	
uce-905	0.970545	
uce-906	0.964286	
uce-907	0.933813	
uce-908	0.964242	
uce-90	0.975970	
uce-910	0.891599	
uce-912	1.000000	
uce-913	0.965636	
uce-914	0.905960	
uce-915	0.932507	
uce-916	0.966057	
uce-917	0.982005	
uce-918	0.910987	
uce-919	0.910569	
uce-920	0.960563	
uce-921	0.920771	
uce-923	0.918589	
uce-930	0.978947	
uce-931	0.901563	
uce-932	0.995595	
uce-934	0.922124	
uce-937	0.959596	
uce-938	0.974468	
uce-939	0.967419	
uce-93	0.920266	
uce-940	0.935849	
uce-943	0.932895	
uce-946	0.954545	
uce-949	0.947883	
uce-94	0.983444	
uce-950	0.974843	
uce-951	0.912463	
uce-953	0.913580	
uce-955	0.964974	
uce-956	0.937743	
uce-958	0.982620	
uce-959	0.933871	
uce-95	0.959410	
uce-962	0.832727	
uce-965	NA	
uce-967	0.949180	
uce-968	0.962500	
uce-971	0.959484	
uce-972	0.960598	
uce-976	0.898520	
uce-978	0.994350	
uce-97	0.878274	
uce-980	0.964072	
uce-985	0.938722	
uce-987	0.946950	
uce-989	0.903030	
uce-98	0.881220	
uce-990	0.958724	
uce-991	0.926562	
uce-995	0.953291	
uce-997	0.965798	
uce-998	0.898911	
uce-999	0.935335	
uce-99	0.990291	
